third_category_id,categoryLevel2Name,title,one_category_title,tagPrice,searchId,price,one_category_id,secondTitle,productId,searchTitle,stock,one_category_bannerList,categoryLevel3Name,totalCount,seconde_id,seconde_title,page_seq,productName,mainImageUrl,vip_Price,link_Url
701,酒,西班牙谷秘园红葡萄酒,美食,29000,37,22800,115,西班牙里奥哈产区，馥郁清新的红色水果香气，橡木桶陈酿3年，回味悠长,116342,红葡萄酒,163,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,西班牙谷秘园红葡萄酒,https://img01.yit.com/media/4bf072dd-b123-46db-a5a7-4453d59e0197.jpg,21660,https://h5.yit.com/product.html?product_id=116342
701,酒,“年华”干红葡萄酒,美食,14900,37,14900,115,文化名人梁文道策划出品，果香浓郁，简单易饮，无需醒酒,49345,红葡萄酒,762,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,“年华”干红葡萄酒,https://img01.yit.com/media/ea5daa24-a9dd-41f8-964b-bdac70be1572.jpg,14155,https://h5.yit.com/product.html?product_id=49345
701,酒,圣杯古堡波尔多干红,美食,15800,37,13800,115,产自法国波尔多的佳酿，酒体适中，口感柔顺圆滑且均衡,49844,红葡萄酒,1,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,圣杯古堡波尔多干红,https://img01.yit.com/media/24e62705-03bd-49ef-aaca-16da4e9c97d7.jpeg,13110,https://h5.yit.com/product.html?product_id=49844
701,酒,意大利万宝利红葡萄酒,美食,52000,37,39800,115,喝过的人全都说好喝！，传承意大利酒神手艺，4种葡萄混酿，入口回甘,52104,红葡萄酒,97,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,意大利万宝利红葡萄酒,https://img01.yit.com/media/49b46438-8c3d-4398-b661-edb8682d18ea.jpg,37810,https://h5.yit.com/product.html?product_id=52104
701,酒,黛伦堡车库作坊红葡萄酒,美食,32000,37,30000,115,澳洲百年酒庄出品，口感优雅，混合着新鲜水果，树叶及泥土的气息,48476,红葡萄酒,914,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,黛伦堡车库作坊红葡萄酒,https://img01.yit.com/media/61b09121-19e3-4f19-91d2-b3da69a21101.jpg,28500,https://h5.yit.com/product.html?product_id=48476
701,酒,设拉子干红葡萄酒,美食,22800,37,13900,115,采用设拉子葡萄酿造，橡木香气浓郁诱人，酒体呈乌梅般褐红的华丽色调,49122,红葡萄酒,19996,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,设拉子干红葡萄酒,https://img01.yit.com/media/5551f11e-764f-4c66-a383-5a5e10214585.jpg,13205,https://h5.yit.com/product.html?product_id=49122
701,酒,黑皮诺干红葡萄酒,美食,43200,37,33100,115,丰富多层次的香气，如李子肉、香料、可乐和灌木丛林般的香气,43563,红葡萄酒,202,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,黑皮诺干红葡萄酒,https://img01.yit.com/media/0bc60fbe-0733-49f3-97b1-931e282f1ed9.jpg,31445,https://h5.yit.com/product.html?product_id=43563
701,酒,超香的梅洛干红葡萄酒,美食,35800,37,24300,115,产自澳洲最杰出酒庄之一，风景绝佳的泰拉瓦拉酒庄，酿出来的酒口感超好,43755,红葡萄酒,1139,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,超香的梅洛干红葡萄酒,https://img01.yit.com/media/59756a9a-6e21-4226-b4b8-dd757e4a94b8.jpg,23085,https://h5.yit.com/product.html?product_id=43755
701,酒,法国 罗讷河谷红葡萄酒,美食,32000,37,30000,115,葡萄采自50年藤龄老藤，2014年份，亮宝石红色，花香味浓郁，小白也能喝,47879,红葡萄酒,260,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,法国 罗讷河谷红葡萄酒,https://img01.yit.com/media/7040e262-5983-4bbe-8a14-b0c7420870be.jpg,28500,https://h5.yit.com/product.html?product_id=47879
701,酒,黛伦堡枯藤西拉红葡萄酒,美食,56000,37,54000,115,澳洲百年酒庄出品，泥土、蘑菇、烤肉的气息，结构十分丰富，单宁有力,48477,红葡萄酒,9,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,黛伦堡枯藤西拉红葡萄酒,https://img01.yit.com/media/5930c88f-c095-4b7f-9a71-6b467001d6e6.jpg,51300,https://h5.yit.com/product.html?product_id=48477
701,酒,教皇新堡干红葡萄酒,美食,45800,37,39800,115,产自法国教皇新堡，高评分的佳酿，酒体饱满，厚重的口感，果味浓郁,38914,红葡萄酒,13,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,教皇新堡干红葡萄酒,https://img01.yit.com/media/789c8b57-6ab8-4255-80e1-dbe0182a3fb2.jpg,37810,https://h5.yit.com/product.html?product_id=38914
701,酒,西班牙唐园珍藏红葡萄酒,美食,60000,37,39900,115,750ml标准装，西班牙老古董酒庄出品，40年树龄以上的老葡萄藤,41740,红葡萄酒,894,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,西班牙唐园珍藏红葡萄酒,https://img01.yit.com/media/45e35103-24e3-4ccf-9efe-45a9f6691051.jpg,37905,https://h5.yit.com/product.html?product_id=41740
701,酒,陆壹酒庄门神年礼套装,美食,44800,37,39800,115,果香浓郁、柔顺易饮，产自贺兰山东麓，葡萄均采摘自酒庄葡萄园,50553,红葡萄酒,60,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,陆壹酒庄门神年礼套装,https://img01.yit.com/media/3f657847-62c4-4f94-b4b6-a041072f2e1e.jpg,37810,https://h5.yit.com/product.html?product_id=50553
701,酒,法国 教皇新堡红葡萄酒,美食,48500,37,46500,115,最著名的葡萄酒产区之一，教皇新堡的葡萄酒，皇室、文豪都爱喝，2015年份,47880,红葡萄酒,37,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,法国 教皇新堡红葡萄酒,https://img01.yit.com/media/20a1af69-eb89-481c-b41c-bd17c0e63154.jpg,44175,https://h5.yit.com/product.html?product_id=47880
701,酒,黛伦堡犁跃西拉红葡萄酒,美食,20000,37,18000,115,澳洲百年酒庄出品，口感肥美，单宁恰到好处，回味悠长且新鲜,48474,红葡萄酒,751,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,黛伦堡犁跃西拉红葡萄酒,https://img01.yit.com/media/748dc6ea-75f5-4708-806a-d22cf96df566.jpg,17100,https://h5.yit.com/product.html?product_id=48474
701,酒,清爽干净的桃红葡萄酒,美食,18600,37,13900,115,有玫瑰、苹果和樱桃香味，产自意大利经典基安帝产区，100%桑娇维塞酿造,55285,红葡萄酒,276,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,清爽干净的桃红葡萄酒,https://img01.yit.com/media/01094bd1-81c8-4844-9c00-3b5e1e011dd8.jpeg,13205,https://h5.yit.com/product.html?product_id=55285
701,酒,西班牙阿慕德红葡萄酒,美食,9600,37,8800,115,西班牙阿利坎特产区，充满黑色水果和紫罗兰香气，李子、樱桃和草药的风味,116344,红葡萄酒,972,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,2,西班牙阿慕德红葡萄酒,https://img01.yit.com/media/7316c134-57ee-4072-ad6f-aaab8d8a42c9.jpg,8360,https://h5.yit.com/product.html?product_id=116344
701,酒,客家米酒,美食,9900,36,8800,115,4种风味可选，清淡爽口、入口香甜，花香馥郁、色泽明丽，冷饮气味更为悠长,33331,米酒,3074,https://h5.yit.com//activity/4900.html,米酒,6,216,酒水,1,客家米酒,https://img01.yit.com/media/cb330779-602f-4f54-a9f0-3ef0c410c606.jpg,8360,https://h5.yit.com/product.html?product_id=33331
701,酒,纯米酒套装礼盒两瓶装,美食,14900,36,14900,115,两种口味，低度数不醉人，不加糖、酒精勾兑，纯手工制作，适合送礼,87895,米酒,995,https://h5.yit.com//activity/4900.html,米酒,6,216,酒水,1,纯米酒套装礼盒两瓶装,https://img01.yit.com/media/67684894-764f-4f60-83fd-6ea99804718a.jpg,14155,https://h5.yit.com/product.html?product_id=87895
701,酒,口感香甜、浓稠的纯米酒,美食,29900,36,29900,115,酒精度9%vol，只用糙糯米制作，不加糖、酒精勾兑，纯手工酿造,87896,米酒,996,https://h5.yit.com//activity/4900.html,米酒,6,216,酒水,1,口感香甜、浓稠的纯米酒,https://img01.yit.com/media/c5c20bce-234b-410e-a67c-fa195a2e1428.jpeg,28405,https://h5.yit.com/product.html?product_id=87896
701,酒,五城米酒 古法制作,美食,7900,36,6800,115,徽州特色、历经十余道工序，清冽甘甜、回味无穷,27128,米酒,1118,https://h5.yit.com//activity/4900.html,米酒,6,216,酒水,1,五城米酒 古法制作,https://img01.yit.com/media/2a0a8aa2-3564-4fb2-92f2-df88822fe2a9.jpg,6460,https://h5.yit.com/product.html?product_id=27128
701,酒,清酿米酒,美食,15900,36,9900,115,有玫瑰和桂花两种口味可选，精选原料，香气纯净浓郁，口感层次丰富,76919,米酒,990,https://h5.yit.com//activity/4900.html,米酒,6,216,酒水,1,清酿米酒,https://img01.yit.com/media/d542a7c8-61d3-43a1-b888-4c1ae038593b.jpg,9405,https://h5.yit.com/product.html?product_id=76919
701,酒,口感清爽、柔滑的纯米酒,美食,29900,36,29900,115,酒精度12%vol，只用糙糯米制作，不加糖、酒精勾兑，纯手工酿造,87897,米酒,992,https://h5.yit.com//activity/4900.html,米酒,6,216,酒水,1,口感清爽、柔滑的纯米酒,https://img01.yit.com/media/e1497129-030c-4af1-ac68-5f73a6b7be2b.jpeg,28405,https://h5.yit.com/product.html?product_id=87897
1933,健康服务,瑞慈体检丨女性套餐,健康,220000,980,122000,1915,一个电话搞定体检预约，电子报告终身保存、方便查看，专业医生免费在线解读,90111,体检卡,39,https://h5.yit.com//activity/4705.html,体检卡,4,1932,健康服务,1,瑞慈体检丨女性套餐,https://img01.yit.com/media/f2911e2f-6cf2-4632-877e-e9ab74bc6b3a.jpeg,115900,https://h5.yit.com/product.html?product_id=90111
1933,健康服务,瑞慈体检丨职工套餐,健康,115000,980,60000,1915,一个电话搞定体检预约，电子报告终身保存、方便查看，专业医生免费在线解读,90090,体检卡,99,https://h5.yit.com//activity/4705.html,体检卡,4,1932,健康服务,1,瑞慈体检丨职工套餐,https://img01.yit.com/media/3acdadfd-6848-4314-8401-6fbdadec7e77.jpeg,57000,https://h5.yit.com/product.html?product_id=90090
1933,健康服务,瑞慈体检丨中老年套餐,健康,280000,980,136000,1915,一个电话搞定体检预约，电子报告终身保存、方便查看，专业医生免费在线解读,90114,体检卡,40,https://h5.yit.com//activity/4705.html,体检卡,4,1932,健康服务,1,瑞慈体检丨中老年套餐,https://img01.yit.com/media/936c2d6e-a89e-452b-b118-d69dbbf8b0a5.jpg,129200,https://h5.yit.com/product.html?product_id=90114
1933,健康服务,瑞慈体检丨白领套餐,健康,160000,980,79000,1915,一个电话搞定体检预约，电子报告终身保存、方便查看，专业医生免费在线解读,90103,体检卡,209,https://h5.yit.com//activity/4705.html,体检卡,4,1932,健康服务,1,瑞慈体检丨白领套餐,https://img01.yit.com/media/57b49a78-84a4-45f5-961c-85c0f3c770fa.jpeg,75050,https://h5.yit.com/product.html?product_id=90103
701,酒,干红葡萄酒,美食,42500,37,40000,115,2013年份，果味纯净、自然，还散发出甜美的香草香气,32033,红葡萄酒,883,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,干红葡萄酒,https://img01.yit.com/media/7f6699f7-b858-4fcc-bc3a-e0e944d17be3.jpg,38000,https://h5.yit.com/product.html?product_id=32033
701,酒,黑皮诺干红葡萄酒,美食,34800,37,29000,115,产自法国勃艮第，出自尚-马克伯尔特酒庄，黑皮诺葡萄酿制，单宁柔软,33334,红葡萄酒,724,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,黑皮诺干红葡萄酒,https://img01.yit.com/media/9e3b119d-dfb5-4af6-bcc0-a083c93da9bc.jpg,27550,https://h5.yit.com/product.html?product_id=33334
701,酒,索伯园干红葡萄酒,美食,55000,37,52000,115,意大利福地酒庄酿造，气息深邃，果香成熟，入口强劲，酒体复杂饱满,34435,红葡萄酒,96,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,索伯园干红葡萄酒,https://img01.yit.com/media/5cee186f-571f-4861-8d6c-1200f7a19bc8.jpg,49400,https://h5.yit.com/product.html?product_id=34435
701,酒,凯泽古堡干红葡萄酒,美食,29900,37,23000,115,经典的圣爱米利永风格，此酒呈现出宝石红色，带着些许石榴红色调，香气馥郁,49842,红葡萄酒,455,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,凯泽古堡干红葡萄酒,https://img01.yit.com/media/55467556-65fc-4476-97eb-2a0668597309.jpg,21850,https://h5.yit.com/product.html?product_id=49842
701,酒,6个连续年份的好红酒,美食,425000,37,158000,115,很稀有，礼盒装，来自200年历史的法国老酒庄，著名酿酒师指导酿造,50582,红葡萄酒,9988,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,6个连续年份的好红酒,https://img01.yit.com/media/3a0a5afb-579b-4861-abfc-60a400626071.jpg,150100,https://h5.yit.com/product.html?product_id=50582
701,酒,普纳姆黑皮诺干红葡萄酒,美食,32800,37,26800,115,带有李子和樱桃的香气，口感细腻饱满，余味持久，产自新西兰最大的葡萄酒产区,65916,红葡萄酒,1977,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,普纳姆黑皮诺干红葡萄酒,https://img01.yit.com/media/acf30bb8-edf0-4b8d-81a3-c960cc306a2e.jpg,25460,https://h5.yit.com/product.html?product_id=65916
701,酒,火鸟庄园曼萨红葡萄酒,美食,19600,37,17600,115,酒体饱满，口感丝滑，口感丰富、均衡，果香细腻，回味悠长,48276,红葡萄酒,184,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,火鸟庄园曼萨红葡萄酒,https://img01.yit.com/media/d8a7648a-fffb-4fb8-b224-ab41f3c96f7e.jpg,16720,https://h5.yit.com/product.html?product_id=48276
701,酒,设拉子红葡萄酒礼盒套装,美食,28800,37,22500,115,设拉子红葡萄酒+2酒杯，口感丰富层次分明，酒杯酷炫个性，独酌送人两相宜,49125,红葡萄酒,10000,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,设拉子红葡萄酒礼盒套装,https://img01.yit.com/media/b5a59a6b-1fe1-4a65-99ad-b1e414da08d1.jpg,21375,https://h5.yit.com/product.html?product_id=49125
701,酒,塞内亚克古堡干红,美食,32000,37,29900,115,波尔多风格的完美演绎，红果黑果的融合并带有烟熏与烘烤气息,49853,红葡萄酒,488,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,塞内亚克古堡干红,https://img01.yit.com/media/847e3393-7405-4b08-bdd4-33fffc9e9be4.jpg,28405,https://h5.yit.com/product.html?product_id=49853
701,酒,“一生一世”红酒套装,美食,145000,37,61000,115,2013、14两个年份，来自200年历史的法国老酒庄，著名酿酒师指导酿造,50583,红葡萄酒,9982,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,“一生一世”红酒套装,https://img01.yit.com/media/cf420967-89a2-4d3d-b264-abf8a0078ecd.jpg,57950,https://h5.yit.com/product.html?product_id=50583
701,酒,西班牙博世园红葡萄酒,美食,45000,37,36000,115,窖藏12年，有陈年酒香，西班牙老古董酒庄出品，40年树龄以上的老葡萄藤,41742,红葡萄酒,295,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,西班牙博世园红葡萄酒,https://img01.yit.com/media/0ffbeefe-02c2-463b-a5da-397231eda500.jpg,34200,https://h5.yit.com/product.html?product_id=41742
701,酒,博尔戈红葡萄酒,美食,32800,37,19800,115,有甜水果与玫瑰花香，选用100%西拉葡萄，产自意大利托斯卡纳,45111,红葡萄酒,288,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,博尔戈红葡萄酒,https://img01.yit.com/media/2bf4b20e-75ca-4bcf-825e-e4757839f117.jpeg,18810,https://h5.yit.com/product.html?product_id=45111
701,酒,火鸟庄园雪松红葡萄酒,美食,27700,37,25700,115,口感丰富均衡，果味浓郁，回味新鲜，有着榛子及蓝莓的回味,48277,红葡萄酒,180,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,火鸟庄园雪松红葡萄酒,https://img01.yit.com/media/0dcbb369-1905-4d62-8820-0371d44aa291.jpg,24415,https://h5.yit.com/product.html?product_id=48277
701,酒,黛伦堡黛伦之源红葡萄酒,美食,26000,37,24000,115,澳洲百年酒庄出品，有结构感，带有浓郁泥土气息,48475,红葡萄酒,77,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,黛伦堡黛伦之源红葡萄酒,https://img01.yit.com/media/275fc5de-d8a5-4fd0-9e6c-530507073744.jpg,22800,https://h5.yit.com/product.html?product_id=48475
701,酒,天塞酒庄精选干红葡萄酒,美食,32800,37,32800,115,产自新疆，2014年份，马瑟兰葡萄酿造，香气浓郁而富有层次，酒体圆润饱满,77143,红葡萄酒,500,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,天塞酒庄精选干红葡萄酒,https://img01.yit.com/media/6a0f828b-fc75-467e-8300-e8a142d9d96f.jpeg,31160,https://h5.yit.com/product.html?product_id=77143
701,酒,布拉凯多甜型红葡萄酒,美食,19800,37,19800,115,新鲜草莓的风味，酸度和果味平衡，余味持久，意大利原装进口,87096,红葡萄酒,3951,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,布拉凯多甜型红葡萄酒,https://img01.yit.com/media/25888bae-765e-42b0-b1ba-7716c3a3f364.jpg,18810,https://h5.yit.com/product.html?product_id=87096
701,酒,古典奇安帝干红葡萄酒,美食,39000,37,29000,115,意大利福地酒庄酿造，单宁成熟如天鹅绒般丝滑，美味无极,34434,红葡萄酒,763,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,古典奇安帝干红葡萄酒,https://img01.yit.com/media/7a42a89e-36ae-4e12-ba86-c5cf061c6f8b.jpg,27550,https://h5.yit.com/product.html?product_id=34434
701,酒,西班牙唐园珍藏红葡萄酒,美食,25800,37,18000,115,375ml小瓶装，西班牙老古董酒庄出品，40年树龄以上的老葡萄藤,41741,红葡萄酒,277,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,西班牙唐园珍藏红葡萄酒,https://img01.yit.com/media/6df15a59-1f49-4b92-b3a5-6a8987cb88fa.jpg,17100,https://h5.yit.com/product.html?product_id=41741
701,酒,馥红葡萄酒,美食,17800,37,16800,115,2014年份，甜美、柔和，充满果实的香气,32032,红葡萄酒,99,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,馥红葡萄酒,https://img01.yit.com/media/73f82813-d940-4397-9e12-32c82ee05885.jpg,15960,https://h5.yit.com/product.html?product_id=32032
701,酒,富勒教堂干红葡萄酒,美食,84000,37,84000,115,意大利福地酒庄酿造，黑莓和黑醋栗芬芳扑鼻，并交织着巧克力的优雅气息,34436,红葡萄酒,272,https://h5.yit.com//activity/4900.html,红葡萄酒,37,216,酒水,1,富勒教堂干红葡萄酒,https://img01.yit.com/media/730440fe-c93f-4eb1-9dcb-e0b1c43e8549.jpg,79800,https://h5.yit.com/product.html?product_id=34436
1919,保健品,改善失眠现象的睡眠片,健康,39800,938,23800,1915,安神静心、提高睡眠质量，缩短入睡时间，适合轻度失眠人群,121219,保健品,299,https://h5.yit.com//activity/4705.html,营养与保健,84,1918,医药保健,5,改善失眠现象的睡眠片,https://img01.yit.com/media/3a74d851-6d1a-4d1e-8b7a-451ab322568c.jpeg,22610,https://h5.yit.com/product.html?product_id=121219
1919,保健品,在日本热卖的维生素组合,健康,58900,938,26600,1915,VB+VC、提亮肤色，出油、长痘、冒闭口必备，能提高代谢、帮助舒缓疲劳,121594,保健品,1217,https://h5.yit.com//activity/4705.html,营养与保健,84,1918,医药保健,5,在日本热卖的维生素组合,https://img01.yit.com/media/6fc98942-2b39-4551-b88c-5328c5b34e38.jpeg,25270,https://h5.yit.com/product.html?product_id=121594
1919,保健品,适合女性服用的益生菌,健康,23800,938,19900,1915,美国杜邦菌株，含8株益生菌菌株，每包活菌含量达520亿，能减脂瘦身,85482,保健品,7219,https://h5.yit.com//activity/4705.html,保健食品/膳食营养补充食品,84,1918,医药保健,5,适合女性服用的益生菌,https://img01.yit.com/media/56b31a8e-65b2-4145-8223-57e16cd095ce.jpg,18905,https://h5.yit.com/product.html?product_id=85482
1919,保健品,左旋肉碱茶多酚 柠檬味,健康,29800,938,24800,1915,美国知名品牌，可以加速脂肪代谢，还含有丰富的膳食纤维，防止多余脂肪堆积,101631,保健品,480,https://h5.yit.com//activity/4705.html,功能食品,84,1918,医药保健,5,左旋肉碱茶多酚 柠檬味,https://img01.yit.com/media/23217faa-2360-49a3-bee7-6cd7f6135a58.jpg,23560,https://h5.yit.com/product.html?product_id=101631
1919,医药保健,电动风扇防霾口罩 灵动,健康,36900,937,19900,1915,专为女性设计能修饰脸型，5层滤网过滤各种污染，电动风扇让呼吸舒适顺畅,41626,口罩,19747,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,电动风扇防霾口罩 灵动,https://img01.yit.com/media/50782380-4fe1-43bd-9187-748d12e5fdb1.jpg,18905,https://h5.yit.com/product.html?product_id=41626
1919,医药保健,电动风扇防霾口罩 律动,健康,42900,937,26800,1915,专为男性设计更适合运动，5层滤网过滤各种污染，电动风扇让呼吸顺畅，安全舒适,48210,口罩,447,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,电动风扇防霾口罩 律动,https://img01.yit.com/media/49366d56-9828-4498-a8cd-4285bf9e5c32.jpg,25460,https://h5.yit.com/product.html?product_id=48210
1919,医药保健,时尚儿童呼吸面罩,健康,57900,937,57900,1915,亲肤面料，轻薄透气，防尘，可清洗活性炭滤胆，安全方便,39672,口罩,399,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,时尚儿童呼吸面罩,https://img01.yit.com/media/e431e783-d4e4-4ab2-9103-f8da6a3ce2ea.jpg,55005,https://h5.yit.com/product.html?product_id=39672
1919,医药保健,律动款电动口罩滤网,健康,10000,937,6000,1915,医用级滤芯，20片/盒，层层过滤毛发、粉尘、甲醛、PM2.5、游离的病菌,48211,口罩,990,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,律动款电动口罩滤网,https://img01.yit.com/media/e0ce6b0e-12cd-49f8-8e1c-910dbdafc462.jpg,5700,https://h5.yit.com/product.html?product_id=48211
1919,医药保健,能强化吸收雾霾的口罩,健康,7900,937,7900,1915,日本科技、双层过滤系统，可高效过滤PM2.5，立体剪裁、不易积蓄水汽,108840,口罩,499,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,能强化吸收雾霾的口罩,https://img01.yit.com/media/94598c23-a12d-41a4-8f60-84a554581b43.jpeg,7505,https://h5.yit.com/product.html?product_id=108840
1919,医药保健,带收纳盒子的防雾霾口罩,健康,5600,937,5600,1915,4个装、4层科技滤棉，可高效过滤PM2.5，卫生、方便携带，可重复使用,108857,口罩,495,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,带收纳盒子的防雾霾口罩,https://img01.yit.com/media/294992e4-544c-4070-9eec-e7d32452bc02.jpg,5320,https://h5.yit.com/product.html?product_id=108857
1919,医药保健,儿童时尚口罩3只装,健康,7500,937,7500,1915,舒适透气，不勒耳朵，能很好过滤空气中的微小颗粒，阻隔粉尘,46599,口罩,9005,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,儿童时尚口罩3只装,https://img01.yit.com/media/e91c4eee-8039-4405-90b8-d2c49c3a64bd.jpg,7125,https://h5.yit.com/product.html?product_id=46599
1919,医药保健,萌动款电动口罩,健康,39900,937,21800,1915,会呼吸的口罩，适用于6岁以上儿童，食品级硅胶，5级超强复合滤网,41615,口罩,9932,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,萌动款电动口罩,https://img01.yit.com/media/0a12816a-f49d-48d1-a368-213712b0ac2c.jpg,20710,https://h5.yit.com/product.html?product_id=41615
1919,医药保健,新动二代电动口罩滤网,健康,5000,937,3000,1915,医疗级滤芯，10个/盒，层层过滤毛发、粉尘、甲醛、PM2.5、游离的病菌,41627,口罩,9863,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,新动二代电动口罩滤网,https://img01.yit.com/media/c802dccc-bcdf-4617-b93e-1ac7f4de4349.jpg,2850,https://h5.yit.com/product.html?product_id=41627
1919,医药保健,电动风扇防霾口罩 新动,健康,29900,937,15900,1915,男女通用 低调简约，5层滤网过滤各种污染，电动风扇让呼吸舒适顺畅,41628,口罩,9638,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,电动风扇防霾口罩 新动,https://img01.yit.com/media/6649f6d5-b29e-4f3f-a052-a2fd5316bab6.jpg,15105,https://h5.yit.com/product.html?product_id=41628
1919,医药保健,时尚口罩深灰色2包装,健康,13800,937,13200,1915,轻薄透气，防花粉灰尘，可水洗重复使用，拉伸性强，长时间佩戴耳朵无痛感,60599,口罩,19629,https://h5.yit.com//activity/4705.html,口罩,17,1918,医药保健,1,时尚口罩深灰色2包装,https://img01.yit.com/media/d5b57fc6-12b1-467c-a32a-b7156b2b3fc2.jpg,12540,https://h5.yit.com/product.html?product_id=60599
