one_category_id,tagPrice,categoryLevel2Name,third_category_id,title,one_category_title,productId,stock,searchId,categoryLevel3Name,one_category_bannerList,price,mainImageUrl,productName,seconde_title,link_Url,vip_Price,page_seq,searchTitle,seconde_id,secondTitle,totalCount
115,13800,水产肉类/新鲜蔬果/熟食,680,用虫养的猕猴桃,美食,40784,9989,16,新鲜水果,https://h5.yit.com//activity/4900.html,11800,https://img01.yit.com/media/1ff9db31-3425-49a4-ab32-cb0caba36495.jpg,用虫养的猕猴桃,生鲜蔬果,https://h5.yit.com/product.html?product_id=40784,11210,1,新鲜水果,679,金果—黄心猕猴桃，有天然的野果子香，特别甜，0农药，0化肥,9
115,12500,水产肉类/新鲜蔬果/熟食,680,黄桃罐头8罐礼盒装,美食,36142,1499,16,水果制品,https://h5.yit.com//activity/4900.html,8900,https://img01.yit.com/media/890b3c93-58e5-4da6-b773-5b8e9994b5b9.jpg,黄桃罐头8罐礼盒装,生鲜蔬果,https://h5.yit.com/product.html?product_id=36142,8455,1,新鲜水果,679,果肉脆爽可口、咬感十足，口感酸甜诱人，富含果胶和纤维素,9
115,6800,水产肉类/新鲜蔬果/熟食,680,安徽砀山梨 好吃出了名,美食,37475,2487,16,新鲜水果,https://h5.yit.com//activity/4900.html,5500,https://img01.yit.com/media/2ff523f6-4fdf-4ead-b79d-78043b381c51.jpg,安徽砀山梨 好吃出了名,生鲜蔬果,https://h5.yit.com/product.html?product_id=37475,5225,1,新鲜水果,679,酥脆爽口 甘甜多汁，果园现摘 个大核小皮薄,9
115,12500,水产肉类/新鲜蔬果/熟食,680,突尼斯软籽石榴,美食,36609,6116,16,新鲜水果,https://h5.yit.com//activity/4900.html,8900,https://img01.yit.com/media/ddd3522a-bfe6-4901-88b6-2b51161e0d24.jpg,突尼斯软籽石榴,生鲜蔬果,https://h5.yit.com/product.html?product_id=36609,8455,1,新鲜水果,679,清甜多汁、籽可以直接吃掉，个头大、籽粒多、颗粒饱满,9
115,10800,水产肉类/新鲜蔬果/熟食,680,泰国进口网红椰子冻,美食,66255,186,16,新鲜水果,https://h5.yit.com//activity/4900.html,8900,https://img01.yit.com/media/18f2df0c-8943-4b8b-b082-c407eb435ee1.jpg,泰国进口网红椰子冻,生鲜蔬果,https://h5.yit.com/product.html?product_id=66255,8455,1,新鲜水果,679,用一整只泰皇椰做成，清甜好吃，从进口到配送，全程冷链，2只1组,9
115,5900,水产肉类/新鲜蔬果/熟食,680,墨西哥牛油果,美食,116865,6654,16,新鲜水果,https://h5.yit.com//activity/4900.html,3900,https://img01.yit.com/media/494825de-48d3-41e8-9838-8ea99e83cab7.jpeg,墨西哥牛油果,生鲜蔬果,https://h5.yit.com/product.html?product_id=116865,3705,1,新鲜水果,679,口感像黄油、似奶酪，营养价值高，被称为“森林中的黄油”,9
115,6500,水产肉类/新鲜蔬果/熟食,680,黄桃罐头4罐装,美食,35984,3928,16,水果制品,https://h5.yit.com//activity/4900.html,4900,https://img01.yit.com/media/155748bf-6d7a-4e27-9dd4-fed06bffb758.jpg,黄桃罐头4罐装,生鲜蔬果,https://h5.yit.com/product.html?product_id=35984,4655,1,新鲜水果,679,果肉脆爽可口、咬感十足，口感酸甜诱人，富含果胶和纤维素,9
115,13800,水产肉类/新鲜蔬果/熟食,680,用虫养的猕猴桃,美食,40621,7876,16,新鲜水果,https://h5.yit.com//activity/4900.html,11800,https://img01.yit.com/media/61d4b992-5e8b-4f3c-b406-7fb8b77b2bdc.jpg,用虫养的猕猴桃,生鲜蔬果,https://h5.yit.com/product.html?product_id=40621,11210,1,新鲜水果,679,红阳—红心猕猴桃，有独特的香气，特别甜，0农药，0化肥,9
115,36800,水产肉类/新鲜蔬果/熟食,680,马来西亚“猫山王”榴莲,美食,53434,256,16,水果制品,https://h5.yit.com//activity/4900.html,27800,https://img01.yit.com/media/a1adf489-8b87-4e43-9515-61813fd34516.jpg,马来西亚“猫山王”榴莲,生鲜蔬果,https://h5.yit.com/product.html?product_id=53434,26410,1,新鲜水果,679,全世界最好吃的榴莲之一，冷冻贮存，保留巅峰口感，果肉金黄细腻，香气馥郁,9
2,4200,生活美学,1892,《明日的便当》,图书,29110,57,893,美食,https://h5.yit.com//activity/4833.html,2900,https://img01.yit.com/media/1413faaa-2636-4487-b8fe-688dd06e469c.jpg,《明日的便当》,生活美学,https://h5.yit.com/product.html?product_id=29110,2755,3,美食,1891,享受便当带来的暖意，简单的料理，回味出念念不忘的绝佳回忆,54
2,3450,生活美学,1892,《弱滋味》,图书,29161,998,893,美食,https://h5.yit.com//activity/4833.html,3500,https://img01.yit.com/media/6f791781-c53a-4485-ac20-6e6854f2efe3.jpg,《弱滋味》,生活美学,https://h5.yit.com/product.html?product_id=29161,3325,3,美食,1891,风格独具的葡萄酒美学，葡萄酒的纯粹回归，产地风味的执着探寻,54
2,8800,生活美学,1892,《蔬菜教室》秋冬版,图书,42526,263,893,美食,https://h5.yit.com//activity/4833.html,6500,https://img01.yit.com/media/e6c02526-48dc-4288-82bc-bf7d001916a8.jpg,《蔬菜教室》秋冬版,生活美学,https://h5.yit.com/product.html?product_id=42526,6175,3,美食,1891,蔬菜竟然能做得这么好吃，22种秋冬应季蔬菜，做出111道美味、养生料理,54
2,38000,生活美学,1892,保罗·博古斯美食全集,图书,18178,1403,893,美食,https://h5.yit.com//activity/4833.html,34800,https://img01.yit.com/media/f1cc2d3f-36d6-4b35-868d-b47c64216c30.jpg,保罗·博古斯美食全集,生活美学,https://h5.yit.com/product.html?product_id=18178,33060,3,美食,1891,法式料理的烹饪百科全书，法国菜之父撰写，图文并茂，500道法式料理,54
2,12800,生活美学,1892,《法国面包宝典》,图书,23801,904,893,美食,https://h5.yit.com//activity/4833.html,8500,https://img01.yit.com/media/f8e48401-44ab-4132-b50e-80bf3715e40f.jpg,《法国面包宝典》,生活美学,https://h5.yit.com/product.html?product_id=23801,8075,3,美食,1891,专业大师写给私家厨房，世界面包大师艾瑞克·凯瑟经典烘培书,54
2,18900,生活美学,1892,《星级甜品大师班》,图书,26790,3982,893,美食,https://h5.yit.com//activity/4833.html,13900,https://img01.yit.com/media/b7fdeb05-b624-48f5-ae32-7be156510786.jpg,《星级甜品大师班》,生活美学,https://h5.yit.com/product.html?product_id=26790,13205,3,美食,1891,高级烘焙指南，形式新颖，版式整洁美观，轻松方式教会读者甜品烘焙,54
2,6900,生活美学,1892,《四季便当》,图书,5942,678,893,美食,https://h5.yit.com//activity/4833.html,4600,https://img01.yit.com/5/7/57d2e47f01128.jpg,《四季便当》,生活美学,https://h5.yit.com/product.html?product_id=5942,4370,3,美食,1891,精选40道和风便当，亚马逊kindle书店销量第一,54
2,16800,生活美学,1892,《经典调酒圣经》,图书,27783,3,893,美食,https://h5.yit.com//activity/4833.html,11800,https://img01.yit.com/media/bdd6d94b-95b0-4fdd-9f1a-554b9441f660.jpg,《经典调酒圣经》,生活美学,https://h5.yit.com/product.html?product_id=27783,11210,3,美食,1891,业余调酒师教程，内含180款鸡尾酒和180款配菜的酒谱,54
2,3600,生活美学,1892,《爱上铸铁锅》,图书,49336,78,893,美食,https://h5.yit.com//activity/4833.html,2900,https://img01.yit.com/media/dbf968e1-5e21-462f-84a3-2614db14fb8c.jpg,《爱上铸铁锅》,生活美学,https://h5.yit.com/product.html?product_id=49336,2755,3,美食,1891,65道美味的铸铁锅食谱，以不同种类的食材分类，简单、快速、日常,54
2,8800,生活美学,1892,《蔬菜教室：春夏版》,图书,61373,284,893,美食,https://h5.yit.com//activity/4833.html,6500,https://img01.yit.com/media/baee0682-608c-4090-9881-d03571875e10.jpg,《蔬菜教室：春夏版》,生活美学,https://h5.yit.com/product.html?product_id=61373,6175,3,美食,1891,25种蔬菜+92道料理，日本超人气蔬菜专家，给你实用详细的蔬菜料理指南,54
2,4800,生活美学,1892,本味：地道川菜24味,图书,70087,2435,893,美食,https://h5.yit.com//activity/4833.html,3500,https://img01.yit.com/media/17640a5f-ce83-4e09-894b-150e75ebb6ce.jpeg,本味：地道川菜24味,生活美学,https://h5.yit.com/product.html?product_id=70087,3325,3,美食,1891,教你68道诱人川菜，还能深入了解24种经典川式调味，小白也能轻松上手,54
2,16800,生活美学,1892,《宋宴》：宋朝美食指南,图书,79072,1348,893,美食,https://h5.yit.com//activity/4833.html,12600,https://img01.yit.com/media/d532220c-a41c-4249-9a90-9ebc28147bff.jpg,《宋宴》：宋朝美食指南,生活美学,https://h5.yit.com/product.html?product_id=79072,11970,3,美食,1891,75道古法美味，600多张制法图解，65幅古画配图，回味两宋风流,54
2,17600,生活美学,1892,《蔬菜教室：春夏秋冬》,图书,80788,484,893,美食,https://h5.yit.com//activity/4833.html,12200,https://img01.yit.com/media/11b4b7e1-c1e4-4bc8-8577-6dc099c661f8.jpg,《蔬菜教室：春夏秋冬》,生活美学,https://h5.yit.com/product.html?product_id=80788,11590,3,美食,1891,47种蔬菜+上百道料理，实用详细的蔬菜料理指南，吃遍春夏秋冬所有美味,54
2,7000,生活美学,1892,《料理图鉴》,图书,113156,2692,893,美食,https://h5.yit.com//activity/4833.html,5000,https://img01.yit.com/media/3030442f-d529-4ab9-9ffc-074e378d0fe9.jpeg,《料理图鉴》,生活美学,https://h5.yit.com/product.html?product_id=113156,4750,3,美食,1891,3000幅漫画，1500个料理秘诀，241道美食，厨房必备的烹饪图画书,54
2,9800,生活美学,1892,日本甜点大师的私房配方,图书,42705,978,893,美食,https://h5.yit.com//activity/4833.html,6700,https://img01.yit.com/media/488ebd5e-411c-49b6-a383-f97436ce17df.jpg,日本甜点大师的私房配方,生活美学,https://h5.yit.com/product.html?product_id=42705,6365,2,美食,1891,烘焙新手的入门书，跟随烘焙大师做甜点,54
2,3800,生活美学,1892,《一人份料理》,图书,47677,136,893,美食,https://h5.yit.com//activity/4833.html,3000,https://img01.yit.com/media/af92761b-63c5-4789-87a2-4f7d1d609e1e.jpg,《一人份料理》,生活美学,https://h5.yit.com/product.html?product_id=47677,2850,2,美食,1891,让你从零开始学会料理，一个人也要好好吃饭，是对忙碌生活的犒赏,54
2,6380,生活美学,1892,《食物：味道的历史》,图书,29567,995,893,美食,https://h5.yit.com//activity/4833.html,6400,https://img01.yit.com/media/947e58d0-c7d9-40b1-8d22-837693150be4.jpg,《食物：味道的历史》,生活美学,https://h5.yit.com/product.html?product_id=29567,6080,2,美食,1891,图文并茂的美食之旅，美食的集合，精美的插图，给吃货们的完美礼物,54
2,28900,生活美学,1892,《私房料理的第一堂课》,图书,50150,495,893,美食,https://h5.yit.com//activity/4833.html,21500,https://img01.yit.com/media/639eb905-2c8e-4df9-b949-269e6ab8bd4c.jpg,《私房料理的第一堂课》,生活美学,https://h5.yit.com/product.html?product_id=50150,20425,2,美食,1891,100份精美食谱，涵盖各国经典菜式，厨房菜鸟必备指南,54
2,6980,生活美学,1892,《食物与厨艺》,图书,68315,497,893,美食,https://h5.yit.com//activity/4833.html,4900,https://img01.yit.com/media/3a2bc2fe-c0ea-45c5-bba3-ef650e6d0301.jpg,《食物与厨艺》,生活美学,https://h5.yit.com/product.html?product_id=68315,4655,2,美食,1891,奶·蛋·肉·鱼，米其林三星餐厅主厨推荐，堪称料理界的《辞海》,54
2,20940,生活美学,1892,《食物与厨艺》系列丛书,图书,68900,490,893,美食,https://h5.yit.com//activity/4833.html,14700,https://img01.yit.com/media/1c366f61-3ea3-4278-aeda-091fcd2234bd.jpg,《食物与厨艺》系列丛书,生活美学,https://h5.yit.com/product.html?product_id=68900,13965,2,美食,1891,米其林三星餐厅主厨推荐，厨房必备“圣经”，全球累计销量超500万本,54
2,4200,生活美学,1892,《植物性饮食革命》,图书,24297,84,893,美食,https://h5.yit.com//activity/4833.html,3000,https://img01.yit.com/media/b22d8b42-1496-4b0f-a939-582af60383b2.jpg,《植物性饮食革命》,生活美学,https://h5.yit.com/product.html?product_id=24297,2850,2,美食,1891,科学制定计划，22天改造身体，碧昂丝等明星健身顾问的饮食理念,54
2,6500,生活美学,1892,《厨房里的人类学家》,图书,54750,4759,893,美食,https://h5.yit.com//activity/4833.html,5500,https://img01.yit.com/media/e6f1d645-a4f5-47ec-8cb4-816e295797bb.jpg,《厨房里的人类学家》,生活美学,https://h5.yit.com/product.html?product_id=54750,5225,2,美食,1891,探索星级美食背后的秘密，最受欢迎“人类学家”庄祖宜的学厨记，畅销十年,54
2,12800,生活美学,1892,《疯狂烘焙》,图书,60913,1898,893,美食,https://h5.yit.com//activity/4833.html,8800,https://img01.yit.com/media/69920852-f2b4-41f5-95dc-2a56f592cc86.jpg,《疯狂烘焙》,生活美学,https://h5.yit.com/product.html?product_id=60913,8360,2,美食,1891,62道顶级厨师甜点秘方，详细的烘焙步骤，搭配高清美图，小白达人一本通,54
2,6980,生活美学,1892,《食物与厨艺》,图书,68314,496,893,美食,https://h5.yit.com//activity/4833.html,4900,https://img01.yit.com/media/93d194fc-fbdb-4926-9f28-b2b28229d9fd.jpg,《食物与厨艺》,生活美学,https://h5.yit.com/product.html?product_id=68314,4655,2,美食,1891,蔬·果·香料·谷物，米其林三星餐厅主厨推荐，堪称料理界的《辞海》,54
2,8800,生活美学,1892,《便当时间1&2》,图书,12128,912,893,美食,https://h5.yit.com//activity/4833.html,6600,https://img01.yit.com/media/889eee44-fa51-4708-afb4-f5daaf0e05ce.jpg,《便当时间1&2》,生活美学,https://h5.yit.com/product.html?product_id=12128,6270,2,美食,1891,共2本，78个不同的职业，78个便当的故事,54
2,6560,生活美学,1892,本味·川菜菜谱2册装,图书,22265,1561,893,美食,https://h5.yit.com//activity/4833.html,4300,https://img01.yit.com/media/84f0fab6-4f2f-4499-9cf8-ceb9ba80ee63.jpg,本味·川菜菜谱2册装,生活美学,https://h5.yit.com/product.html?product_id=22265,4085,2,美食,1891,超详细步骤解析，100样四川小吃+100道家常川菜，手把手教你,54
2,17800,生活美学,1892,法式烘焙宝典,图书,23802,1697,893,美食,https://h5.yit.com//activity/4833.html,12000,https://img01.yit.com/media/b481788c-2599-4d1c-a5b3-30798a05161c.jpg,法式烘焙宝典,生活美学,https://h5.yit.com/product.html?product_id=23802,11400,2,美食,1891,750道甜点经典配方，法国甜点大师皮埃尔·埃尔梅手把手教你做,54
2,8000,生活美学,1892,《厨艺的常识》,图书,24298,57,893,美食,https://h5.yit.com//activity/4833.html,5500,https://img01.yit.com/media/a47eff9c-5323-49b2-9bbc-7d236026c282.jpg,《厨艺的常识》,生活美学,https://h5.yit.com/product.html?product_id=24298,5225,2,美食,1891,基础厨艺20个关键点，美国人气美食作家精心写成，120道经典食谱，300张图片,54
2,16800,生活美学,1892,中国茶事,图书,29113,692,893,美食,https://h5.yit.com//activity/4833.html,10800,https://img01.yit.com/media/87516da1-ef69-4e77-b74e-c89f6bbb1960.jpg,中国茶事,生活美学,https://h5.yit.com/product.html?product_id=29113,10260,2,美食,1891,涵盖中国茶事方方面面，中国茶叶界权威全面介绍饮茶方法及中国茶文化,54
2,37800,生活美学,1892,米其林大厨的烹饪宝典,图书,31211,720,893,美食,https://h5.yit.com//activity/4833.html,25800,https://img01.yit.com/media/6845e10f-93f1-481d-8cf1-8a9d6c70792a.jpg,米其林大厨的烹饪宝典,生活美学,https://h5.yit.com/product.html?product_id=31211,24510,2,美食,1891,从水煮蛋开始手把手教你，250余种烹饪技巧，1800多张高清步骤图,54
2,7800,生活美学,1892,《完美对称早餐》,图书,34204,22,893,美食,https://h5.yit.com//activity/4833.html,5800,https://img01.yit.com/media/d49581b4-8558-4c83-a866-6fd76ab53fcf.jpg,《完美对称早餐》,生活美学,https://h5.yit.com/product.html?product_id=34204,5510,2,美食,1891,一本美食书，100份对称早餐食谱，365个心动的早晨,54
2,12800,生活美学,1892,《最知日本味》,图书,49688,2079,893,美食,https://h5.yit.com//activity/4833.html,8800,https://img01.yit.com/media/20a8326a-e512-4635-a1a7-048ff36c8f6d.jpg,《最知日本味》,生活美学,https://h5.yit.com/product.html?product_id=49688,8360,2,美食,1891,上百道精致的美食食谱，插图装帧精美，文笔温暖动人,54
2,3800,生活美学,1892,《玻璃罐沙拉》,图书,29096,61,893,美食,https://h5.yit.com//activity/4833.html,2700,https://img01.yit.com/media/54b648b5-4880-4a58-8c89-a46692319ef2.jpg,《玻璃罐沙拉》,生活美学,https://h5.yit.com/product.html?product_id=29096,2565,2,美食,1891,即便很忙也想吃的美味，简单便携，随时随地的有趣料理,54
2,21000,生活美学,1892,《美食笔记》,图书,27716,544,893,美食,https://h5.yit.com//activity/4833.html,14700,https://img01.yit.com/media/d67f5d3e-098f-4bbf-8607-90807de0a2b4.jpg,《美食笔记》,生活美学,https://h5.yit.com/product.html?product_id=27716,13965,1,美食,1891,将美食轻松放入口袋，精选世界美食7个选题，用浅显语言讲述精深饮食文化,54
2,3060,生活美学,1892,食帖10,图书,28680,986,893,美食,https://h5.yit.com//activity/4833.html,3100,https://img01.yit.com/media/c3885010-1427-4a3c-b1c1-696cb7bb68a0.jpg,食帖10,生活美学,https://h5.yit.com/product.html?product_id=28680,2945,1,美食,1891,早餐，真的太重要了，有关晨间享受食物的灵感全书,54
