,conditionDay,conditionIdDay,conditionIdNight,conditionNight,moonphase,moonrise,moonset,predictDate,sunrise,sunset,tempDay,tempNight,updatetime,windDirDay,windDirNight,windLevelDay,windLevelNight,windSpeedDay,windSpeedNight,cityid,name,pname
2093,晴,0,30,晴,WaxingGibbous,2019-01-19 15:44:00,2019-01-19 05:09:00,2019-01-19,2019-01-19 07:26:00,2019-01-19 17:43:00,4,-4,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,523,驻马店市,河南省
2094,晴,0,31,多云,WaxingGibbous,2019-01-20 16:46:00,2019-01-20 06:14:00,2019-01-20,2019-01-20 07:26:00,2019-01-20 17:44:00,4,-3,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,523,驻马店市,河南省
2095,阴,2,2,阴,Full,2019-01-21 17:54:00,2019-01-21 07:14:00,2019-01-21,2019-01-21 07:25:00,2019-01-21 17:45:00,6,-2,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,523,驻马店市,河南省
2096,多云,1,31,多云,New,2019-01-06 07:19:00,2019-01-06 17:49:00,2019-01-06,2019-01-06 07:21:00,2019-01-06 17:36:00,6,-2,2019-01-06 23:06:00,东风,北风,3,3,4.4,4.4,537,武汉市,湖北省
2097,多云,1,31,多云,WaxingCrescent,2019-01-07 08:06:00,2019-01-07 18:41:00,2019-01-07,2019-01-07 07:21:00,2019-01-07 17:37:00,6,1,2019-01-07 13:07:00,北风,北风,3-4,3,5.6,4.4,537,武汉市,湖北省
2098,阴,2,7,小雨,WaxingCrescent,2019-01-08 08:49:00,2019-01-08 19:34:00,2019-01-08,2019-01-08 07:21:00,2019-01-08 17:38:00,7,1,2019-01-07 13:07:00,东北风,东北风,3-4,3-4,5.6,5.6,537,武汉市,湖北省
2099,小雨,7,7,小雨,WaxingCrescent,2019-01-09 09:28:00,2019-01-09 20:27:00,2019-01-09,2019-01-09 07:21:00,2019-01-09 17:38:00,3,0,2019-01-07 13:07:00,东北风,北风,3-4,3,5.6,4.4,537,武汉市,湖北省
2100,阴,2,7,小雨,WaxingCrescent,2019-01-10 10:04:00,2019-01-10 21:20:00,2019-01-10,2019-01-10 07:21:00,2019-01-10 17:39:00,4,1,2019-01-07 13:07:00,北风,北风,3,3,4.4,4.4,537,武汉市,湖北省
2101,小雨,7,31,多云,WaxingCrescent,2019-01-11 10:37:00,2019-01-11 22:13:00,2019-01-11,2019-01-11 07:21:00,2019-01-11 17:40:00,6,-1,2019-01-07 13:07:00,西北风,西北风,3,3,4.4,4.4,537,武汉市,湖北省
2102,多云,1,31,多云,WaxingCrescent,2019-01-12 11:09:00,2019-01-12 23:07:00,2019-01-12,2019-01-12 07:21:00,2019-01-12 17:41:00,9,2,2019-01-07 13:07:00,东风,北风,3,3,4.4,4.4,537,武汉市,湖北省
2103,小雨,7,7,小雨,WaxingCrescent,2019-01-13 11:41:00,2019-01-13 00:01:00,2019-01-13,2019-01-13 07:21:00,2019-01-13 17:42:00,9,1,2019-01-07 13:07:00,北风,北风,3,2,4.4,2.4,537,武汉市,湖北省
2104,雨,8,6,雨夹雪,First,2019-01-14 12:13:00,2019-01-14 00:01:00,2019-01-14,2019-01-14 07:21:00,2019-01-14 17:43:00,8,1,2019-01-07 12:15:00,北风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
2105,雨夹雪,6,31,多云,WaxingGibbous,2019-01-15 12:47:00,2019-01-15 00:56:00,2019-01-15,2019-01-15 07:21:00,2019-01-15 17:43:00,7,-2,2019-01-07 12:15:00,北风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
2106,多云,1,6,雨夹雪,WaxingGibbous,2019-01-16 13:24:00,2019-01-16 01:54:00,2019-01-16,2019-01-16 07:21:00,2019-01-16 17:44:00,8,-2,2019-01-07 12:15:00,东南风,西北风,3,3,4.4,4.4,537,武汉市,湖北省
2107,阴,2,30,晴,WaxingGibbous,2019-01-17 14:05:00,2019-01-17 02:54:00,2019-01-17,2019-01-17 07:21:00,2019-01-17 17:45:00,3,-1,2019-01-07 12:15:00,西北风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
2108,多云,1,30,晴,WaxingGibbous,2019-01-18 14:53:00,2019-01-18 03:58:00,2019-01-18,2019-01-18 07:20:00,2019-01-18 17:46:00,4,-1,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
2109,晴,0,30,晴,WaxingGibbous,2019-01-19 15:49:00,2019-01-19 05:03:00,2019-01-19,2019-01-19 07:20:00,2019-01-19 17:47:00,5,0,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
2110,雨夹雪,6,6,雨夹雪,WaxingGibbous,2019-01-20 16:51:00,2019-01-20 06:07:00,2019-01-20,2019-01-20 07:20:00,2019-01-20 17:48:00,4,0,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
2111,雨夹雪,6,6,雨夹雪,Full,2019-01-21 17:59:00,2019-01-21 07:08:00,2019-01-21,2019-01-21 07:19:00,2019-01-21 17:49:00,7,0,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
2112,多云,1,31,多云,New,2019-01-06 07:16:00,2019-01-06 17:47:00,2019-01-06,2019-01-06 07:18:00,2019-01-06 17:34:00,6,1,2019-01-06 23:07:00,东风,东风,3,3,4.4,4.4,546,黄石市,湖北省
2113,多云,1,31,多云,WaxingCrescent,2019-01-07 08:03:00,2019-01-07 18:39:00,2019-01-07,2019-01-07 07:18:00,2019-01-07 17:35:00,7,3,2019-01-07 13:07:00,西北风,西风,3,3,4.4,4.4,546,黄石市,湖北省
2114,阴,2,7,小雨,WaxingCrescent,2019-01-08 08:46:00,2019-01-08 19:32:00,2019-01-08,2019-01-08 07:18:00,2019-01-08 17:35:00,7,3,2019-01-07 13:07:00,东风,东北风,3,3-4,4.4,5.6,546,黄石市,湖北省
2115,小雨,7,7,小雨,WaxingCrescent,2019-01-09 09:25:00,2019-01-09 20:25:00,2019-01-09,2019-01-09 07:19:00,2019-01-09 17:36:00,5,3,2019-01-07 13:07:00,东北风,西北风,3,3,4.4,4.4,546,黄石市,湖北省
2116,阴,2,7,小雨,WaxingCrescent,2019-01-10 10:01:00,2019-01-10 21:18:00,2019-01-10,2019-01-10 07:19:00,2019-01-10 17:37:00,6,2,2019-01-07 13:07:00,西北风,西北风,3,3,4.4,4.4,546,黄石市,湖北省
2117,小雨,7,2,阴,WaxingCrescent,2019-01-11 10:35:00,2019-01-11 22:11:00,2019-01-11,2019-01-11 07:19:00,2019-01-11 17:38:00,6,2,2019-01-07 13:07:00,西北风,西风,3,3,4.4,4.4,546,黄石市,湖北省
2118,多云,1,31,多云,WaxingCrescent,2019-01-12 11:07:00,2019-01-12 23:04:00,2019-01-12,2019-01-12 07:18:00,2019-01-12 17:39:00,9,3,2019-01-07 13:07:00,东风,西北风,3,3,4.4,4.4,546,黄石市,湖北省
2119,多云,1,7,小雨,WaxingCrescent,2019-01-13 11:38:00,2019-01-13 23:58:00,2019-01-13,2019-01-13 07:18:00,2019-01-13 17:40:00,10,3,2019-01-07 13:07:00,西风,北风,3,2,4.4,2.4,546,黄石市,湖北省
2120,雨,8,8,雨,First,2019-01-14 12:10:00,2019-01-14 00:53:00,2019-01-14,2019-01-14 07:18:00,2019-01-14 17:40:00,9,3,2019-01-07 12:16:00,东风,东北风,3,3,4.4,4.4,546,黄石市,湖北省
2121,雨,8,2,阴,WaxingGibbous,2019-01-15 12:44:00,2019-01-15 00:53:00,2019-01-15,2019-01-15 07:18:00,2019-01-15 17:41:00,5,0,2019-01-07 12:16:00,西北风,西风,3,3,4.4,4.4,546,黄石市,湖北省
2122,阴,2,6,雨夹雪,WaxingGibbous,2019-01-16 13:21:00,2019-01-16 01:51:00,2019-01-16,2019-01-16 07:18:00,2019-01-16 17:42:00,8,0,2019-01-07 12:16:00,东南风,西北风,3,3,4.4,4.4,546,黄石市,湖北省
2123,雨夹雪,6,30,晴,WaxingGibbous,2019-01-17 14:03:00,2019-01-17 02:52:00,2019-01-17,2019-01-17 07:18:00,2019-01-17 17:43:00,5,-1,2019-01-07 12:16:00,西北风,东北风,3,3,4.4,4.4,546,黄石市,湖北省
2124,多云,1,30,晴,WaxingGibbous,2019-01-18 14:51:00,2019-01-18 03:55:00,2019-01-18,2019-01-18 07:18:00,2019-01-18 17:44:00,5,-1,2019-01-07 12:16:00,东北风,东北风,3,3,4.4,4.4,546,黄石市,湖北省
2125,晴,0,30,晴,WaxingGibbous,2019-01-19 15:46:00,2019-01-19 05:00:00,2019-01-19,2019-01-19 07:17:00,2019-01-19 17:45:00,5,0,2019-01-07 12:16:00,东北风,东北风,3,3,4.4,4.4,546,黄石市,湖北省
2126,雨夹雪,6,8,雨,WaxingGibbous,2019-01-20 16:49:00,2019-01-20 06:04:00,2019-01-20,2019-01-20 07:17:00,2019-01-20 17:46:00,6,1,2019-01-07 12:16:00,东北风,东北风,3,3,4.4,4.4,546,黄石市,湖北省
2127,雨夹雪,6,8,雨,Full,2019-01-21 17:56:00,2019-01-21 07:05:00,2019-01-21,2019-01-21 07:17:00,2019-01-21 17:46:00,7,1,2019-01-07 12:16:00,东北风,东北风,3,3,4.4,4.4,546,黄石市,湖北省
2128,晴,0,31,多云,New,2019-01-06 07:31:00,2019-01-06 17:55:00,2019-01-06,2019-01-06 07:33:00,2019-01-06 17:41:00,4,0,2019-01-06 23:06:00,东风,西北风,3,3,4.4,4.4,553,襄阳市,湖北省
2129,多云,1,31,多云,WaxingCrescent,2019-01-07 08:18:00,2019-01-07 18:47:00,2019-01-07,2019-01-07 07:33:00,2019-01-07 17:42:00,5,0,2019-01-07 13:07:00,北风,北风,3,3,4.4,4.4,553,襄阳市,湖北省
2130,阴,2,6,雨夹雪,WaxingCrescent,2019-01-08 09:01:00,2019-01-08 19:40:00,2019-01-08,2019-01-08 07:33:00,2019-01-08 17:43:00,5,-1,2019-01-07 13:07:00,东北风,北风,3,3,4.4,4.4,553,襄阳市,湖北省
2131,小雪,14,14,小雪,WaxingCrescent,2019-01-09 09:39:00,2019-01-09 20:34:00,2019-01-09,2019-01-09 07:33:00,2019-01-09 17:44:00,0,-3,2019-01-07 13:07:00,北风,西北风,3-4,3,5.6,4.4,553,襄阳市,湖北省
2132,多云,1,31,多云,WaxingCrescent,2019-01-10 10:15:00,2019-01-10 21:28:00,2019-01-10,2019-01-10 07:33:00,2019-01-10 17:45:00,3,0,2019-01-07 13:07:00,西北风,西北风,3,3,4.4,4.4,553,襄阳市,湖北省
2133,多云,1,31,多云,WaxingCrescent,2019-01-11 10:47:00,2019-01-11 22:21:00,2019-01-11,2019-01-11 07:33:00,2019-01-11 17:46:00,6,-1,2019-01-07 13:07:00,北风,南风,3,3,4.4,4.4,553,襄阳市,湖北省
2134,多云,1,31,多云,WaxingCrescent,2019-01-12 11:19:00,2019-01-12 23:15:00,2019-01-12,2019-01-12 07:33:00,2019-01-12 17:46:00,9,0,2019-01-07 13:07:00,西北风,西北风,3,3,4.4,4.4,553,襄阳市,湖北省
2135,多云,1,7,小雨,WaxingCrescent,2019-01-13 11:49:00,2019-01-13 00:10:00,2019-01-13,2019-01-13 07:33:00,2019-01-13 17:47:00,8,0,2019-01-07 13:07:00,北风,北风,3,2,4.4,2.4,553,襄阳市,湖北省
2136,雨,8,6,雨夹雪,First,2019-01-14 12:21:00,2019-01-14 00:10:00,2019-01-14,2019-01-14 07:33:00,2019-01-14 17:48:00,6,1,2019-01-07 12:15:00,北风,西北风,3,3,4.4,4.4,553,襄阳市,湖北省
2137,晴,0,30,晴,WaxingGibbous,2019-01-15 12:54:00,2019-01-15 01:06:00,2019-01-15,2019-01-15 07:33:00,2019-01-15 17:49:00,10,-2,2019-01-07 12:15:00,北风,南风,3,3,4.4,4.4,553,襄阳市,湖北省
2138,阴,2,6,雨夹雪,WaxingGibbous,2019-01-16 13:31:00,2019-01-16 02:04:00,2019-01-16,2019-01-16 07:32:00,2019-01-16 17:50:00,11,-1,2019-01-07 12:15:00,东南风,北风,3,3,4.4,4.4,553,襄阳市,湖北省
2139,多云,1,30,晴,WaxingGibbous,2019-01-17 14:12:00,2019-01-17 03:06:00,2019-01-17,2019-01-17 07:32:00,2019-01-17 17:51:00,6,-1,2019-01-07 12:15:00,东南风,东风,3,3,4.4,4.4,553,襄阳市,湖北省
2140,晴,0,30,晴,WaxingGibbous,2019-01-18 14:59:00,2019-01-18 04:09:00,2019-01-18,2019-01-18 07:32:00,2019-01-18 17:52:00,7,0,2019-01-07 12:15:00,东风,东风,3,3,4.4,4.4,553,襄阳市,湖北省
2141,晴,0,30,晴,WaxingGibbous,2019-01-19 15:54:00,2019-01-19 05:15:00,2019-01-19,2019-01-19 07:32:00,2019-01-19 17:53:00,6,0,2019-01-07 12:15:00,东风,东风,3,3,4.4,4.4,553,襄阳市,湖北省
2142,晴,0,31,多云,WaxingGibbous,2019-01-20 16:57:00,2019-01-20 06:19:00,2019-01-20,2019-01-20 07:31:00,2019-01-20 17:54:00,6,0,2019-01-07 12:15:00,东风,东风,3,3,4.4,4.4,553,襄阳市,湖北省
2143,雨夹雪,6,8,雨,Full,2019-01-21 18:05:00,2019-01-21 07:20:00,2019-01-21,2019-01-21 07:31:00,2019-01-21 17:54:00,8,0,2019-01-07 12:15:00,东风,东风,3,3,4.4,4.4,553,襄阳市,湖北省
2144,多云,1,31,多云,New,2019-01-06 07:38:00,2019-01-06 17:59:00,2019-01-06,2019-01-06 07:40:00,2019-01-06 17:45:00,4,1,2019-01-06 23:07:00,东风,西南风,3,3,4.4,4.4,565,十堰市,湖北省
2145,多云,1,31,多云,WaxingCrescent,2019-01-07 08:25:00,2019-01-07 18:51:00,2019-01-07,2019-01-07 07:40:00,2019-01-07 17:46:00,8,0,2019-01-07 13:08:00,西北风,西南风,3,3,4.4,4.4,565,十堰市,湖北省
2146,阴,2,14,小雪,WaxingCrescent,2019-01-08 09:07:00,2019-01-08 19:44:00,2019-01-08,2019-01-08 07:40:00,2019-01-08 17:47:00,6,-1,2019-01-07 13:08:00,东风,东风,3-4,3-4,5.6,5.6,565,十堰市,湖北省
2147,小雪,14,14,小雪,WaxingCrescent,2019-01-09 09:46:00,2019-01-09 20:38:00,2019-01-09,2019-01-09 07:40:00,2019-01-09 17:48:00,0,-2,2019-01-07 13:08:00,东风,西风,3-4,3,5.6,4.4,565,十堰市,湖北省
2148,雨夹雪,6,31,多云,WaxingCrescent,2019-01-10 10:21:00,2019-01-10 21:32:00,2019-01-10,2019-01-10 07:40:00,2019-01-10 17:49:00,5,1,2019-01-07 13:08:00,西南风,西南风,3,3,4.4,4.4,565,十堰市,湖北省
2149,多云,1,31,多云,WaxingCrescent,2019-01-11 10:53:00,2019-01-11 22:26:00,2019-01-11,2019-01-11 07:40:00,2019-01-11 17:49:00,8,-1,2019-01-07 13:08:00,西南风,西南风,3,3,4.4,4.4,565,十堰市,湖北省
2150,多云,1,31,多云,WaxingCrescent,2019-01-12 11:24:00,2019-01-12 23:20:00,2019-01-12,2019-01-12 07:40:00,2019-01-12 17:50:00,12,4,2019-01-07 13:08:00,西北风,西南风,3,3,4.4,4.4,565,十堰市,湖北省
2151,多云,1,7,小雨,WaxingCrescent,2019-01-13 11:55:00,2019-01-13 00:15:00,2019-01-13,2019-01-13 07:39:00,2019-01-13 17:51:00,10,1,2019-01-07 13:08:00,东风,北风,3,2,4.4,2.4,565,十堰市,湖北省
2152,雨,8,6,雨夹雪,First,2019-01-14 12:26:00,2019-01-14 00:15:00,2019-01-14,2019-01-14 07:39:00,2019-01-14 17:52:00,5,1,2019-01-07 12:15:00,东风,西南风,3,3,4.4,4.4,565,十堰市,湖北省
2153,多云,1,2,阴,WaxingGibbous,2019-01-15 12:59:00,2019-01-15 01:12:00,2019-01-15,2019-01-15 07:39:00,2019-01-15 17:53:00,9,0,2019-01-07 12:15:00,南风,西南风,3,3,4.4,4.4,565,十堰市,湖北省
2154,阴,2,6,雨夹雪,WaxingGibbous,2019-01-16 13:35:00,2019-01-16 02:11:00,2019-01-16,2019-01-16 07:39:00,2019-01-16 17:54:00,9,-1,2019-01-07 12:15:00,东风,东风,3,3,4.4,4.4,565,十堰市,湖北省
2155,多云,1,30,晴,WaxingGibbous,2019-01-17 14:16:00,2019-01-17 03:12:00,2019-01-17,2019-01-17 07:39:00,2019-01-17 17:55:00,5,-2,2019-01-07 12:15:00,东南风,东风,3,3,4.4,4.4,565,十堰市,湖北省
2156,晴,0,30,晴,WaxingGibbous,2019-01-18 15:04:00,2019-01-18 04:16:00,2019-01-18,2019-01-18 07:38:00,2019-01-18 17:56:00,6,-1,2019-01-07 12:15:00,东风,东风,3,3,4.4,4.4,565,十堰市,湖北省
2157,晴,0,31,多云,WaxingGibbous,2019-01-19 15:58:00,2019-01-19 05:22:00,2019-01-19,2019-01-19 07:38:00,2019-01-19 17:57:00,4,-1,2019-01-07 12:15:00,东风,东风,3,3,4.4,4.4,565,十堰市,湖北省
2158,多云,1,2,阴,WaxingGibbous,2019-01-20 17:01:00,2019-01-20 06:26:00,2019-01-20,2019-01-20 07:38:00,2019-01-20 17:58:00,6,-1,2019-01-07 12:15:00,东风,东风,3,3,4.4,4.4,565,十堰市,湖北省
2159,雨夹雪,6,6,雨夹雪,Full,2019-01-21 18:09:00,2019-01-21 07:27:00,2019-01-21,2019-01-21 07:37:00,2019-01-21 17:58:00,7,0,2019-01-07 12:15:00,东风,东风,3,3,4.4,4.4,565,十堰市,湖北省
2160,多云,1,31,多云,New,2019-01-06 07:27:00,2019-01-06 17:58:00,2019-01-06,2019-01-06 07:29:00,2019-01-06 17:45:00,6,0,2019-01-06 23:07:00,东北风,北风,3,3,4.4,4.4,582,荆州市,湖北省
2161,多云,1,31,多云,WaxingCrescent,2019-01-07 08:14:00,2019-01-07 18:50:00,2019-01-07,2019-01-07 07:29:00,2019-01-07 17:46:00,7,1,2019-01-07 13:07:00,东北风,东北风,3-4,3,5.6,4.4,582,荆州市,湖北省
2162,小雨,7,7,小雨,WaxingCrescent,2019-01-08 08:57:00,2019-01-08 19:43:00,2019-01-08,2019-01-08 07:29:00,2019-01-08 17:46:00,6,0,2019-01-07 13:07:00,东北风,北风,3,3-4,4.4,5.6,582,荆州市,湖北省
2163,小雨,7,7,小雨,WaxingCrescent,2019-01-09 09:36:00,2019-01-09 20:36:00,2019-01-09,2019-01-09 07:29:00,2019-01-09 17:47:00,3,0,2019-01-07 13:07:00,北风,北风,3-4,3-4,5.6,5.6,582,荆州市,湖北省
2164,小雨,7,7,小雨,WaxingCrescent,2019-01-10 10:12:00,2019-01-10 21:29:00,2019-01-10,2019-01-10 07:29:00,2019-01-10 17:48:00,4,1,2019-01-07 13:07:00,北风,北风,3,3,4.4,4.4,582,荆州市,湖北省
2165,小雨,7,31,多云,WaxingCrescent,2019-01-11 10:45:00,2019-01-11 22:22:00,2019-01-11,2019-01-11 07:29:00,2019-01-11 17:49:00,6,0,2019-01-07 13:07:00,北风,西南风,3,3,4.4,4.4,582,荆州市,湖北省
2166,多云,1,31,多云,WaxingCrescent,2019-01-12 11:17:00,2019-01-12 23:15:00,2019-01-12,2019-01-12 07:29:00,2019-01-12 17:50:00,9,5,2019-01-07 13:07:00,东北风,北风,3,3,4.4,4.4,582,荆州市,湖北省
2167,小雨,7,7,小雨,WaxingCrescent,2019-01-13 11:49:00,2019-01-13 00:09:00,2019-01-13,2019-01-13 07:29:00,2019-01-13 17:50:00,9,3,2019-01-07 13:07:00,北风,北风,3-4,2,5.6,2.4,582,荆州市,湖北省
2168,雨,8,6,雨夹雪,First,2019-01-14 12:21:00,2019-01-14 00:09:00,2019-01-14,2019-01-14 07:29:00,2019-01-14 17:51:00,6,1,2019-01-07 12:16:00,北风,北风,3,3,4.4,4.4,582,荆州市,湖北省
2169,雨夹雪,6,31,多云,WaxingGibbous,2019-01-15 12:55:00,2019-01-15 01:04:00,2019-01-15,2019-01-15 07:28:00,2019-01-15 17:52:00,9,-1,2019-01-07 12:16:00,北风,北风,3,3,4.4,4.4,582,荆州市,湖北省
2170,多云,1,6,雨夹雪,WaxingGibbous,2019-01-16 13:32:00,2019-01-16 02:02:00,2019-01-16,2019-01-16 07:28:00,2019-01-16 17:53:00,10,0,2019-01-07 12:16:00,东北风,北风,3,3,4.4,4.4,582,荆州市,湖北省
2171,阴,2,30,晴,WaxingGibbous,2019-01-17 14:14:00,2019-01-17 03:02:00,2019-01-17,2019-01-17 07:28:00,2019-01-17 17:54:00,6,0,2019-01-07 12:16:00,北风,东北风,3,3,4.4,4.4,582,荆州市,湖北省
2172,晴,0,30,晴,WaxingGibbous,2019-01-18 15:02:00,2019-01-18 04:06:00,2019-01-18,2019-01-18 07:28:00,2019-01-18 17:55:00,4,0,2019-01-07 12:16:00,东北风,东北风,3,3,4.4,4.4,582,荆州市,湖北省
2173,晴,0,30,晴,WaxingGibbous,2019-01-19 15:58:00,2019-01-19 05:10:00,2019-01-19,2019-01-19 07:28:00,2019-01-19 17:56:00,5,0,2019-01-07 12:16:00,东北风,东北风,3,3,4.4,4.4,582,荆州市,湖北省
2174,雨夹雪,6,6,雨夹雪,WaxingGibbous,2019-01-20 17:00:00,2019-01-20 06:15:00,2019-01-20,2019-01-20 07:27:00,2019-01-20 17:56:00,5,1,2019-01-07 12:16:00,东北风,东北风,3,3,4.4,4.4,582,荆州市,湖北省
2175,雨夹雪,6,8,雨,Full,2019-01-21 18:08:00,2019-01-21 07:16:00,2019-01-21,2019-01-21 07:27:00,2019-01-21 17:57:00,8,0,2019-01-07 12:16:00,东北风,东北风,3,3,4.4,4.4,582,荆州市,湖北省
2176,多云,1,31,多云,New,2019-01-06 07:31:00,2019-01-06 18:01:00,2019-01-06,2019-01-06 07:33:00,2019-01-06 17:48:00,5,1,2019-01-06 23:06:00,东南风,西风,3,3,4.4,4.4,584,宜昌市,湖北省
2177,多云,1,31,多云,WaxingCrescent,2019-01-07 08:18:00,2019-01-07 18:53:00,2019-01-07,2019-01-07 07:33:00,2019-01-07 17:49:00,5,2,2019-01-07 13:07:00,西南风,北风,3,3,4.4,4.4,584,宜昌市,湖北省
2178,小雨,7,7,小雨,WaxingCrescent,2019-01-08 09:01:00,2019-01-08 19:46:00,2019-01-08,2019-01-08 07:33:00,2019-01-08 17:49:00,5,0,2019-01-07 13:07:00,西南风,西风,3,3,4.4,4.4,584,宜昌市,湖北省
2179,雨夹雪,6,7,小雨,WaxingCrescent,2019-01-09 09:40:00,2019-01-09 20:40:00,2019-01-09,2019-01-09 07:33:00,2019-01-09 17:50:00,2,0,2019-01-07 13:07:00,东南风,西南风,3,3,4.4,4.4,584,宜昌市,湖北省
2180,小雨,7,7,小雨,WaxingCrescent,2019-01-10 10:16:00,2019-01-10 21:33:00,2019-01-10,2019-01-10 07:33:00,2019-01-10 17:51:00,4,0,2019-01-07 13:07:00,西北风,西风,3,3,4.4,4.4,584,宜昌市,湖北省
2181,小雨,7,30,晴,WaxingCrescent,2019-01-11 10:49:00,2019-01-11 22:26:00,2019-01-11,2019-01-11 07:33:00,2019-01-11 17:52:00,6,0,2019-01-07 13:07:00,南风,西北风,3,3,4.4,4.4,584,宜昌市,湖北省
2182,多云,1,7,小雨,WaxingCrescent,2019-01-12 11:21:00,2019-01-12 23:19:00,2019-01-12,2019-01-12 07:33:00,2019-01-12 17:53:00,9,4,2019-01-07 13:07:00,东北风,西北风,3,3,4.4,4.4,584,宜昌市,湖北省
2183,多云,1,7,小雨,WaxingCrescent,2019-01-13 11:53:00,2019-01-13 00:13:00,2019-01-13,2019-01-13 07:33:00,2019-01-13 17:53:00,9,3,2019-01-07 13:07:00,西南风,北风,3,2,4.4,2.4,584,宜昌市,湖北省
2184,雨,8,8,雨,First,2019-01-14 12:25:00,2019-01-14 00:13:00,2019-01-14,2019-01-14 07:33:00,2019-01-14 17:54:00,5,2,2019-01-07 12:15:00,西南风,西南风,3,3,4.4,4.4,584,宜昌市,湖北省
2185,雨,8,30,晴,WaxingGibbous,2019-01-15 12:59:00,2019-01-15 01:09:00,2019-01-15,2019-01-15 07:33:00,2019-01-15 17:55:00,9,-1,2019-01-07 12:15:00,东南风,西北风,3,3,4.4,4.4,584,宜昌市,湖北省
2186,多云,1,6,雨夹雪,WaxingGibbous,2019-01-16 13:36:00,2019-01-16 02:06:00,2019-01-16,2019-01-16 07:33:00,2019-01-16 17:56:00,10,-1,2019-01-07 12:15:00,东南风,北风,3,3,4.4,4.4,584,宜昌市,湖北省
2187,阴,2,30,晴,WaxingGibbous,2019-01-17 14:18:00,2019-01-17 03:07:00,2019-01-17,2019-01-17 07:33:00,2019-01-17 17:57:00,6,0,2019-01-07 12:15:00,东南风,东北风,3,3,4.4,4.4,584,宜昌市,湖北省
2188,晴,0,30,晴,WaxingGibbous,2019-01-18 15:06:00,2019-01-18 04:10:00,2019-01-18,2019-01-18 07:32:00,2019-01-18 17:58:00,5,0,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,584,宜昌市,湖北省
2189,晴,0,31,多云,WaxingGibbous,2019-01-19 16:01:00,2019-01-19 05:15:00,2019-01-19,2019-01-19 07:32:00,2019-01-19 17:59:00,5,0,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,584,宜昌市,湖北省
2190,雨夹雪,6,8,雨,WaxingGibbous,2019-01-20 17:03:00,2019-01-20 06:20:00,2019-01-20,2019-01-20 07:32:00,2019-01-20 17:59:00,5,1,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,584,宜昌市,湖北省
2191,雨夹雪,6,8,雨,Full,2019-01-21 18:11:00,2019-01-21 07:21:00,2019-01-21,2019-01-21 07:32:00,2019-01-21 18:00:00,8,0,2019-01-07 12:15:00,东北风,东北风,3,3,4.4,4.4,584,宜昌市,湖北省
2192,多云,1,31,多云,New,2019-01-06 07:16:00,2019-01-06 17:47:00,2019-01-06,2019-01-06 07:18:00,2019-01-06 17:34:00,6,0,2019-01-06 23:06:00,南风,东风,3,3,4.4,4.4,611,黄冈市,湖北省
2193,多云,1,31,多云,WaxingCrescent,2019-01-07 08:03:00,2019-01-07 18:39:00,2019-01-07,2019-01-07 07:18:00,2019-01-07 17:35:00,6,3,2019-01-07 13:07:00,西北风,西北风,3-4,3,5.6,4.4,611,黄冈市,湖北省
2194,阴,2,7,小雨,WaxingCrescent,2019-01-08 08:46:00,2019-01-08 19:32:00,2019-01-08,2019-01-08 07:18:00,2019-01-08 17:35:00,7,2,2019-01-07 13:07:00,东风,东北风,3,3-4,4.4,5.6,611,黄冈市,湖北省
2195,小雨,7,7,小雨,WaxingCrescent,2019-01-09 09:25:00,2019-01-09 20:25:00,2019-01-09,2019-01-09 07:19:00,2019-01-09 17:36:00,4,2,2019-01-07 13:07:00,北风,西北风,3,3,4.4,4.4,611,黄冈市,湖北省
2196,阴,2,7,小雨,WaxingCrescent,2019-01-10 10:01:00,2019-01-10 21:18:00,2019-01-10,2019-01-10 07:19:00,2019-01-10 17:37:00,5,2,2019-01-07 13:07:00,西北风,西北风,3,3,4.4,4.4,611,黄冈市,湖北省
2197,小雨,7,31,多云,WaxingCrescent,2019-01-11 10:35:00,2019-01-11 22:11:00,2019-01-11,2019-01-11 07:19:00,2019-01-11 17:38:00,6,2,2019-01-07 13:07:00,西风,西北风,3,3,4.4,4.4,611,黄冈市,湖北省
2198,阴,2,31,多云,WaxingCrescent,2019-01-12 11:07:00,2019-01-12 23:04:00,2019-01-12,2019-01-12 07:18:00,2019-01-12 17:39:00,9,2,2019-01-07 13:07:00,东风,西北风,3,3,4.4,4.4,611,黄冈市,湖北省
