2019年09月01日,中雨/中雨,26℃/23℃,东北风5-6级/东北风5-6级,普陀历史天气预报2019年9月份,
2019年09月02日,小雨/小雨,27℃/24℃,东风4-5级/东风4-5级,普陀历史天气预报2019年9月份,
2019年09月03日,小雨/小雨,27℃/23℃,东风3-4级/东风3-4级,普陀历史天气预报2019年9月份,
2019年09月04日,小雨/小雨,28℃/23℃,东南风4-5级/东南风4-5级,普陀历史天气预报2019年9月份,
2019年09月05日,雷阵雨/小雨,28℃/23℃,东风4-5级/东风4-5级,普陀历史天气预报2019年9月份,
2019年09月06日,暴雨/小雨,27℃/24℃,北风10-11级/北风10-11级,普陀历史天气预报2019年9月份,
2019年09月07日,多云/晴,29℃/24℃,西北风3-4级/西北风3-4级,普陀历史天气预报2019年9月份,
2019年09月08日,多云/多云,29℃/23℃,北风5-6级/北风5-6级,普陀历史天气预报2019年9月份,
2019年09月09日,晴/晴,30℃/23℃,南风4-5级/南风4-5级,普陀历史天气预报2019年9月份,
2019年09月10日,晴/晴,30℃/23℃,东南风3-4级/东南风3-4级,普陀历史天气预报2019年9月份,
2019年09月11日,晴/晴,30℃/23℃,东风3-4级/东风3-4级,普陀历史天气预报2019年9月份,
2019年09月12日,多云/多云,28℃/24℃,东北风4-5级/东北风4-5级,普陀历史天气预报2019年9月份,
2019年09月13日,多云/多云,30℃/24℃,东北风4-5级/东北风4-5级,普陀历史天气预报2019年9月份,
2019年09月14日,多云/晴,29℃/23℃,北风5-6级/北风5-6级,普陀历史天气预报2019年9月份,
2019年09月15日,多云/多云,29℃/23℃,北风4-5级/北风4-5级,普陀历史天气预报2019年9月份,
2019年09月16日,多云/多云,29℃/23℃,北风6-7级/北风6-7级,普陀历史天气预报2019年9月份,
2019年09月17日,多云/多云,28℃/23℃,北风5-6级/北风5-6级,普陀历史天气预报2019年9月份,
2019年09月18日,多云/晴,27℃/21℃,北风7-8级/北风7-8级,普陀历史天气预报2019年9月份,
2019年09月19日,多云/多云,25℃/21℃,北风6-7级/北风6-7级,普陀历史天气预报2019年9月份,
2019年09月20日,小雨/小到中雨,25℃/21℃,北风7-8级/北风7-8级,普陀历史天气预报2019年9月份,
2019年09月21日,中到大雨/小雨,24℃/20℃,北风10-11级/北风10-11级,普陀历史天气预报2019年9月份,
2019年09月22日,小雨/阴,22℃/20℃,西北风10-11级/西北风10-11级,普陀历史天气预报2019年9月份,
2019年09月23日,小雨/晴,24℃/19℃,北风6-7级/北风6-7级,普陀历史天气预报2019年9月份,
2019年09月24日,多云/多云,26℃/19℃,北风4-5级/北风4-5级,普陀历史天气预报2019年9月份,
2019年09月25日,晴/晴,26℃/19℃,东风3-4级/东风3-4级,普陀历史天气预报2019年9月份,
2019年09月26日,晴/晴,26℃/19℃,北风3-4级/北风3-4级,普陀历史天气预报2019年9月份,
2019年09月27日,阴/阴,26℃/19℃,东北风4-5级/东北风4-5级,普陀历史天气预报2019年9月份,
2019年09月28日,小雨/晴,26℃/19℃,西风4-5级/西风4-5级,普陀历史天气预报2019年9月份,
2019年09月29日,晴/晴,25℃/19℃,北风4-5级/北风4-5级,普陀历史天气预报2019年9月份,
2019年09月30日,阴/中雨,26℃/20℃,东北风4-5级/东北风4-5级,普陀历史天气预报2019年9月份,
2019年10月01日,大暴雨/大雨,25℃/19℃,东北风10-11级/东北风10-11级,普陀历史天气预报2019年10月份,
2019年10月02日,小雨/晴,25℃/20℃,西风6-7级/西风6-7级,普陀历史天气预报2019年10月份,
2019年10月03日,晴/晴,27℃/22℃,西风3-4级/西风3-4级,普陀历史天气预报2019年10月份,
2019年10月04日,晴/小雨,28℃/22℃,西风4-5级/西风4-5级,普陀历史天气预报2019年10月份,
2019年10月05日,小雨/阴,24℃/19℃,东北风6-7级/东北风6-7级,普陀历史天气预报2019年10月份,
2019年10月06日,多云/多云,24℃/18℃,东北风3-4级/东北风3-4级,普陀历史天气预报2019年10月份,
2019年10月07日,多云/阴,26℃/19℃,东北风3-4级/东北风3-4级,普陀历史天气预报2019年10月份,
2019年10月08日,小雨/多云,22℃/19℃,东北风5-6级/东北风5-6级,普陀历史天气预报2019年10月份,
2019年10月09日,晴/晴,23℃/18℃,东北风5-6级/东北风5-6级,普陀历史天气预报2019年10月份,
2019年10月10日,晴/晴,25℃/18℃,东风3-4级/东风3-4级,普陀历史天气预报2019年10月份,
2019年10月11日,晴/晴,25℃/21℃,东北风4-5级/东北风4-5级,普陀历史天气预报2019年10月份,
2019年10月12日,多云/多云,24℃/20℃,北风5-6级/北风5-6级,普陀历史天气预报2019年10月份,
2019年10月13日,多云/晴,24℃/20℃,东北风4-5级/东北风4-5级,普陀历史天气预报2019年10月份,
2019年10月14日,多云/小雨,24℃/17℃,东北风6-7级/东北风6-7级,普陀历史天气预报2019年10月份,
2019年10月15日,阴/阴,20℃/17℃,北风6-7级/北风6-7级,普陀历史天气预报2019年10月份,
2019年10月16日,小雨/多云,22℃/18℃,北风5-6级/北风5-6级,普陀历史天气预报2019年10月份,
2019年10月17日,多云/阴,23℃/17℃,东北风5-6级/东北风5-6级,普陀历史天气预报2019年10月份,
2019年10月18日,阴/多云,22℃/17℃,西风5-6级/西风5-6级,普陀历史天气预报2019年10月份,
2019年10月19日,多云/多云,22℃/17℃,北风5-6级/北风5-6级,普陀历史天气预报2019年10月份,
2019年10月20日,多云/多云,23℃/17℃,东北风4-5级/东北风4-5级,普陀历史天气预报2019年10月份,
2019年10月21日,多云/多云,22℃/16℃,北风4-5级/北风4-5级,普陀历史天气预报2019年10月份,
